9 18 1,-0.3898305084745763
10 18 0,-0.7129242212924222
10 18 1,-0.4102167182662539
A 19 0,-0.7794117647058824
A 19 1,-0.42771084337349397
2 19 0,-0.7181500872600349
2 19 1,-0.41420118343195267
3 19 0,-0.7093023255813954
3 19 1,-0.4639175257731959
4 19 0,-0.7214101461736887
4 19 1,-0.3835616438356164
5 19 0,-0.7553688141923436
5 19 1,-0.4444444444444444
6 19 0,-0.7683823529411765
6 19 1,-0.39759036144578314
7 19 0,-0.6989150090415913
7 19 1,-0.4127906976744186
8 19 0,-0.7072243346007605
8 19 1,-0.41566265060240964
9 19 0,-0.7253521126760564
9 19 1,-0.2564102564102564
10 19 0,-0.7374326750448833
10 19 1,-0.5202898550724637
A 20 0,0.0987012987012987
A 20 1,0.04433497536945813
2 20 0,0.6196808510638298
2 20 1,0.6432160804020101
3 20 0,0.6521464646464646
3 20 1,0.6467661691542289
4 20 0,0.6664359861591695
4 20 1,0.6927374301675978
5 20 0,0.6915647134578236
5 20 1,0.6464646464646465
6 20 0,0.6972353337828725
6 20 1,0.6595744680851063
7 20 0,0.7824675324675324
7 20 1,0.7421052631578947
8 20 0,0.8006622516556291
8 20 1,0.7837837837837838
9 20 0,0.7354289456450557
9 20 1,0.7688442211055276
10 20 0,0.42859534572241753
10 20 1,0.44818304172274565
A 21 0,0.6357702349869452
A 21 1,0.6375838926174496
2 21 0,0.8822768434670116
2 21 1,0.88
3 21 0,0.872
3 21 1,0.8868778280542986
4 21 0,0.8967320261437909
4 21 1,0.8995726495726496
5 21 0,0.896640826873385
5 21 1,0.8673913043478261
6 21 0,0.8998628257887518
6 21 1,0.916
7 21 0,0.9069444444444444
7 21 1,0.9301801801801802
8 21 0,0.9195088676671214
8 21 1,0.9387308533916849
9 21 0,0.944954128440367
9 21 1,0.9322381930184805
10 21 0,0.8822570123939987
10 21 1,0.878690284487386
